date,cases,deaths,cum_cases,cum_deaths
2/23/2022,48413,1100,77996240,936520
2/24/2022,115022,3252,78111262,939772
2/25/2022,73662,2611,78184924,942383
2/26/2022,75062,2488,78259986,944871
2/27/2022,74142,2291,78334128,947162
2/28/2022,25662,576,78359790,947738
3/1/2022,18169,360,78377959,948098
3/2/2022,76237,2302,78454196,950400
3/3/2022,63819,1971,78518015,952371
3/4/2022,52784,1536,78570799,953907
3/5/2022,51622,1364,78622421,955271
3/6/2022,44216,1569,78666637,956840
3/7/2022,14292,322,78680929,957162
3/8/2022,8941,367,78689870,957529
3/9/2022,57277,1530,78747147,959059
3/10/2022,31172,1735,78778319,960794
3/11/2022,46110,1957,78824429,962751
3/12/2022,39598,1258,78864027,964009
3/13/2022,36942,1437,78900969,965446
3/14/2022,12159,506,78913128,965952
3/15/2022,9126,195,78922254,966147
3/16/2022,60969,-2437,78983223,963710
3/17/2022,24495,1443,79007718,965153
3/18/2022,37828,1500,79045546,966653
3/19/2022,33159,1066,79078705,967719
3/20/2022,31004,972,79109709,968691
3/21/2022,9881,200,79119590,968891
3/22/2022,10038,150,79129628,969041
3/23/2022,38828,789,79168456,969830
3/24/2022,24771,937,79193227,970767
3/25/2022,45160,1244,79238387,972011
3/26/2022,36077,895,79274464,972906
3/27/2022,28714,776,79303178,973682
3/28/2022,12511,180,79315689,973862
3/29/2022,9753,95,79325442,973957
3/30/2022,32427,686,79357869,974643
3/31/2022,24078,732,79381947,975375
4/1/2022,48239,1173,79430186,976548
4/2/2022,40063,704,79470249,977252
4/3/2022,27393,602,79497642,977854
4/4/2022,11677,148,79509319,978002
4/5/2022,10548,117,79519867,978119
4/6/2022,26930,322,79546797,978441
4/7/2022,33374,524,79580171,978965
4/8/2022,42256,944,79622427,979909
4/9/2022,33806,523,79656233,980432
4/10/2022,42601,889,79698834,981321
4/11/2022,14053,141,79712887,981462
4/12/2022,17314,69,79730201,981531
4/13/2022,34571,323,79764772,981854
4/14/2022,28789,733,79793561,982587
4/15/2022,46149,603,79839710,983190
4/16/2022,62708,710,79902418,983900
4/17/2022,44355,544,79946773,984444
4/18/2022,16817,49,79963590,984493
4/19/2022,18767,57,79982357,984550
4/20/2022,36003,366,80018360,984916
4/21/2022,53418,427,80071778,985343
4/22/2022,57408,547,80129186,985890
4/23/2022,49509,655,80178695,986545
4/24/2022,68799,342,80247494,986887
4/25/2022,23458,72,80270952,986959
4/26/2022,21103,61,80292055,987020
4/27/2022,49858,217,80341913,987237
4/28/2022,64414,384,80406327,987621
4/29/2022,77145,729,80483472,988350
4/30/2022,61915,288,80545387,988638
5/1/2022,80656,491,80626043,989129
5/2/2022,25939,90,80651982,989219
5/3/2022,26774,133,80678756,989352
5/4/2022,64100,180,80742856,989532
5/5/2022,72566,648,80815422,990180
5/6/2022,100537,804,80915959,990984
5/7/2022,80010,300,80995969,991284
5/8/2022,95732,486,81091701,991770
5/9/2022,27518,61,81119219,991831
5/10/2022,31753,63,81150972,991894
5/11/2022,100982,189,81251954,992083
5/12/2022,100249,393,81352203,992476
5/13/2022,127795,566,81479998,993042
5/14/2022,98705,262,81578703,993304
5/15/2022,117953,432,81696656,993736
5/16/2022,29099,79,81725755,993815
5/17/2022,46227,66,81771982,993881
5/18/2022,123395,231,81895377,994112
5/19/2022,129614,368,82024991,994480
5/20/2022,146420,606,82171411,995086
5/21/2022,109730,252,82281141,995338
5/22/2022,150010,479,82431151,995817
5/23/2022,36406,97,82467557,995914
5/24/2022,44879,67,82512436,995981
5/25/2022,110873,388,82623309,996369
5/26/2022,133342,471,82756651,996840
5/27/2022,153916,699,82910567,997539
5/28/2022,113174,327,83023741,997866
5/29/2022,148130,580,83171871,998446
5/30/2022,36051,87,83207922,998533
5/31/2022,35465,58,83243387,998591
6/1/2022,55525,78,83298912,998669
6/2/2022,155982,366,83454894,999035
6/3/2022,140951,575,83595845,999610
6/4/2022,111559,354,83707404,999964
6/5/2022,140094,461,83847498,1000425
6/6/2022,47471,87,83894969,1000512
6/7/2022,43315,127,83938284,1000639
6/8/2022,99664,297,84037948,1000936
6/9/2022,152307,476,84190255,1001412
6/10/2022,144559,642,84334814,1002054
6/11/2022,105965,264,84440779,1002318
6/12/2022,147763,391,84588542,1002709
6/13/2022,37707,144,84626249,1002853
6/14/2022,38721,91,84664970,1002944
6/15/2022,91358,286,84756328,1003230
6/16/2022,138010,419,84894338,1003649
6/17/2022,143175,569,85037513,1004218
6/18/2022,97574,301,85135087,1004519
6/19/2022,125711,392,85260798,1004911
6/20/2022,35853,96,85296651,1005007
6/21/2022,35517,115,85332168,1005122
6/22/2022,52244,140,85384412,1005262
6/23/2022,186492,513,85570904,1005775
6/24/2022,134198,625,85705102,1006400
6/25/2022,101869,492,85806971,1006892
6/26/2022,163464,520,85970435,1007412
6/27/2022,44012,107,86014447,1007519
6/28/2022,44178,76,86058625,1007595
6/29/2022,96530,256,86155155,1007851
6/30/2022,154793,625,86309948,1008476
7/1/2022,148959,555,86458907,1009031
7/2/2022,112856,476,86571763,1009507
7/3/2022,172444,547,86744207,1010054
7/4/2022,48178,138,86792385,1010192
7/5/2022,46196,87,86838581,1010279
7/6/2022,45747,119,86884328,1010398
7/7/2022,169689,469,87054017,1010867
7/8/2022,145751,601,87199768,1011468
7/9/2022,120595,491,87320363,1011959
7/10/2022,167613,549,87487976,1012508
7/11/2022,55577,106,87543553,1012614
7/12/2022,57136,111,87600689,1012725
7/13/2022,113656,279,87714345,1013004
7/14/2022,184135,651,87898480,1013655
7/15/2022,156001,711,88054481,1014366
7/16/2022,138983,455,88193464,1014821
7/17/2022,182741,472,88376205,1015293
7/18/2022,57577,154,88433782,1015447
7/19/2022,56070,173,88489852,1015620
7/20/2022,101687,351,88591539,1015971
7/21/2022,179375,705,88770914,1016676
7/22/2022,158884,675,88929798,1017351
7/23/2022,148445,494,89078243,1017845
7/24/2022,206657,635,89284900,1018480
7/25/2022,53259,159,89338159,1018639
7/26/2022,54599,173,89392758,1018812
7/27/2022,106403,303,89499161,1019115
7/28/2022,168680,631,89667841,1019746
7/29/2022,160831,696,89828672,1020442
7/30/2022,144834,520,89973506,1020962
7/31/2022,259377,631,90232883,1021593
8/1/2022,37913,137,90270796,1021730
8/2/2022,37944,118,90308740,1021848
8/3/2022,119038,400,90427778,1022248
8/4/2022,161349,720,90589127,1022968
8/5/2022,149835,715,90738962,1023683
8/6/2022,131403,560,90870365,1024243
8/7/2022,150569,611,91020934,1024854
8/8/2022,33241,162,91054175,1025016
8/9/2022,32807,121,91086982,1025137
8/10/2022,98627,337,91185609,1025474
8/11/2022,137268,800,91322877,1026274
8/12/2022,138358,774,91461235,1027048
8/13/2022,125122,587,91586357,1027635
8/14/2022,136195,661,91722552,1028296
8/15/2022,30589,132,91753141,1028428
8/16/2022,21098,117,91774239,1028545
8/17/2022,99341,343,91873580,1028888
8/18/2022,126626,730,92000206,1029618
8/19/2022,120016,759,92120222,1030377
8/20/2022,114305,536,92234527,1030913
8/21/2022,132950,614,92367477,1031527
8/22/2022,28624,141,92396101,1031668
8/23/2022,27897,129,92423998,1031797
8/24/2022,81700,308,92505698,1032105
8/25/2022,115986,675,92621684,1032780
8/26/2022,130588,766,92752272,1033546
8/27/2022,110093,538,92862365,1034084
8/28/2022,115441,664,92977806,1034748
8/29/2022,29176,162,93006982,1034910
8/30/2022,27073,129,93034055,1035039
8/31/2022,78248,270,93112303,1035309
9/1/2022,116212,633,93228515,1035942
9/2/2022,120932,864,93349447,1036806
9/3/2022,103592,500,93453039,1037306
9/4/2022,105130,532,93558169,1037838
9/5/2022,24912,114,93583081,1037952
9/6/2022,24255,112,93607336,1038064
9/7/2022,22446,114,93629782,1038178
9/8/2022,118994,529,93748776,1038707
9/9/2022,91690,688,93840466,1039395
9/10/2022,85271,473,93925737,1039868
9/11/2022,81941,595,94007678,1040463
9/12/2022,22131,135,94029809,1040598
9/13/2022,20216,86,94050025,1040684
9/14/2022,57915,264,94107940,1040948
9/15/2022,57983,562,94165923,1041510
9/16/2022,89519,799,94255442,1042309
9/17/2022,97563,684,94353005,1042993
9/18/2022,61574,369,94414579,1043362
9/19/2022,17572,98,94432151,1043460
9/20/2022,20188,79,94452339,1043539
9/21/2022,44794,227,94497133,1043766
9/22/2022,49594,504,94546727,1044270
9/23/2022,83979,698,94630706,1044968
9/24/2022,99198,754,94729904,1045722
9/25/2022,53400,345,94783304,1046067
9/26/2022,15871,102,94799175,1046169
9/27/2022,15295,85,94814470,1046254
9/28/2022,37642,232,94852112,1046486
9/29/2022,40387,462,94892499,1046948
9/30/2022,78175,1156,94970674,1048104
10/1/2022,87152,596,95057826,1048700
10/2/2022,46712,349,95104538,1049049
10/3/2022,12202,124,95116740,1049173
10/4/2022,13856,57,95130596,1049230
10/5/2022,32368,183,95162964,1049413
10/6/2022,37655,444,95200619,1049857
10/7/2022,64193,767,95264812,1050624
10/8/2022,78599,651,95343411,1051275
10/9/2022,41711,334,95385122,1051609
10/10/2022,11333,72,95396455,1051681
10/11/2022,13220,78,95409675,1051759
10/12/2022,24419,169,95434094,1051928
10/13/2022,38156,398,95472250,1052326
10/14/2022,57464,652,95529714,1052978
10/15/2022,72989,644,95602703,1053622
10/16/2022,33699,261,95636402,1053883
10/17/2022,6050,26,95642452,1053909
10/18/2022,11151,8,95653603,1053917
10/19/2022,33860,234,95687463,1054151
10/20/2022,38999,466,95726462,1054617
10/21/2022,0,0,95726462,1054617
10/22/2022,193674,2221,95920136,1056838
10/23/2022,0,0,95920136,1056838
10/24/2022,0,0,95920136,1056838
10/25/2022,0,0,95920136,1056838
10/26/2022,0,0,95920136,1056838
10/27/2022,0,0,95920136,1056838
10/28/2022,255156,3081,96175292,1059919
10/29/2022,0,0,96175292,1059919
10/30/2022,0,0,96175292,1059919
10/31/2022,0,0,96175292,1059919
11/1/2022,0,0,96175292,1059919
11/2/2022,0,0,96175292,1059919
11/3/2022,0,0,96175292,1059919
11/4/2022,267304,2463,96442596,1062382
11/5/2022,0,0,96442596,1062382
11/6/2022,0,0,96442596,1062382
11/7/2022,0,0,96442596,1062382
11/8/2022,0,0,96442596,1062382
11/9/2022,0,0,96442596,1062382
11/10/2022,0,0,96442596,1062382
11/11/2022,282897,2290,96725493,1064672
11/12/2022,0,0,96725493,1064672
11/13/2022,0,0,96725493,1064672
11/14/2022,0,0,96725493,1064672
11/15/2022,0,0,96725493,1064672
11/16/2022,0,0,96725493,1064672
11/17/2022,0,0,96725493,1064672
11/18/2022,274984,2202,97000477,1066874
11/19/2022,0,0,97000477,1066874
11/20/2022,0,0,97000477,1066874
11/21/2022,0,0,97000477,1066874
11/22/2022,0,0,97000477,1066874
11/23/2022,0,0,97000477,1066874
11/24/2022,0,0,97000477,1066874
11/25/2022,300171,2619,97300648,1069493
11/26/2022,0,0,97300648,1069493
11/27/2022,0,0,97300648,1069493
11/28/2022,0,0,97300648,1069493
11/29/2022,0,0,97300648,1069493
11/30/2022,0,0,97300648,1069493
12/1/2022,0,0,97300648,1069493
12/2/2022,302599,1763,97603247,1071256
12/3/2022,0,0,97603247,1071256
12/4/2022,0,0,97603247,1071256
12/5/2022,0,0,97603247,1071256
12/6/2022,0,0,97603247,1071256
12/7/2022,0,0,97603247,1071256
12/8/2022,0,0,97603247,1071256
12/9/2022,462223,3035,98065470,1074291
12/10/2022,0,0,98065470,1074291
12/11/2022,0,0,98065470,1074291
12/12/2022,0,0,98065470,1074291
12/13/2022,0,0,98065470,1074291
12/14/2022,0,0,98065470,1074291
12/15/2022,0,0,98065470,1074291
12/16/2022,446014,2652,98511484,1076943
12/17/2022,0,0,98511484,1076943
12/18/2022,0,0,98511484,1076943
12/19/2022,0,0,98511484,1076943
12/20/2022,0,0,98511484,1076943
12/21/2022,0,0,98511484,1076943
12/22/2022,0,0,98511484,1076943
12/23/2022,508009,3033,99019493,1079976
12/24/2022,0,0,99019493,1079976
12/25/2022,0,0,99019493,1079976
12/26/2022,0,0,99019493,1079976
12/27/2022,0,0,99019493,1079976
12/28/2022,0,0,99019493,1079976
12/29/2022,0,0,99019493,1079976
12/30/2022,392203,2480,99411696,1082456
12/31/2022,0,0,99411696,1082456
1/1/2023,0,0,99411696,1082456
1/2/2023,0,0,99411696,1082456
1/3/2023,0,0,99411696,1082456
1/4/2023,0,0,99411696,1082456
1/5/2023,0,0,99411696,1082456
1/6/2023,471714,2764,99883410,1085220
1/7/2023,0,0,99883410,1085220
1/8/2023,0,0,99883410,1085220
1/9/2023,0,0,99883410,1085220
1/10/2023,0,0,99883410,1085220
1/11/2023,0,0,99883410,1085220
1/12/2023,0,0,99883410,1085220
1/13/2023,448092,4407,100331502,1089627
1/14/2023,0,0,100331502,1089627
1/15/2023,0,0,100331502,1089627
1/16/2023,0,0,100331502,1089627
1/17/2023,0,0,100331502,1089627
1/18/2023,0,0,100331502,1089627
1/19/2023,0,0,100331502,1089627
1/20/2023,308025,3664,100639527,1093291
1/21/2023,0,0,100639527,1093291
1/22/2023,0,0,100639527,1093291
1/23/2023,0,0,100639527,1093291
1/24/2023,0,0,100639527,1093291
1/25/2023,0,0,100639527,1093291
1/26/2023,0,0,100639527,1093291
1/27/2023,294867,3743,100934394,1097034
1/28/2023,0,0,100934394,1097034
1/29/2023,0,0,100934394,1097034
1/30/2023,0,0,100934394,1097034
1/31/2023,0,0,100934394,1097034
2/1/2023,0,0,100934394,1097034
2/2/2023,0,0,100934394,1097034
2/3/2023,285402,3452,101219796,1100486
2/4/2023,0,0,101219796,1100486
2/5/2023,0,0,101219796,1100486
2/6/2023,0,0,101219796,1100486
2/7/2023,0,0,101219796,1100486
2/8/2023,0,0,101219796,1100486
2/9/2023,0,0,101219796,1100486
2/10/2023,278228,3440,101498024,1103926
2/11/2023,0,0,101498024,1103926
2/12/2023,0,0,101498024,1103926
2/13/2023,0,0,101498024,1103926
2/14/2023,0,0,101498024,1103926
2/15/2023,0,0,101498024,1103926
2/16/2023,0,0,101498024,1103926
2/17/2023,254372,2857,101752396,1106783
2/18/2023,0,0,101752396,1106783
2/19/2023,0,0,101752396,1106783
2/20/2023,0,0,101752396,1106783
2/21/2023,0,0,101752396,1106783
2/22/2023,0,0,101752396,1106783
2/23/2023,0,0,101752396,1106783
2/24/2023,0,0,101752396,1106783
2/25/2023,267168,2362,102019564,1109145
2/26/2023,0,0,102019564,1109145
2/27/2023,0,0,102019564,1109145
2/28/2023,0,0,102019564,1109145
3/1/2023,0,0,102019564,1109145
3/2/2023,0,0,102019564,1109145
3/3/2023,0,0,102019564,1109145
3/4/2023,227828,2197,102247392,1111342
3/5/2023,0,0,102247392,1111342
3/6/2023,0,0,102247392,1111342
3/7/2023,0,0,102247392,1111342
3/8/2023,0,0,102247392,1111342
3/9/2023,0,0,102247392,1111342
3/10/2023,0,0,102247392,1111342
3/11/2023,170593,1887,102417985,1113229
3/12/2023,0,0,102417985,1113229
3/13/2023,0,0,102417985,1113229
3/14/2023,0,0,102417985,1113229
3/15/2023,0,0,102417985,1113229
3/16/2023,0,0,102417985,1113229
3/17/2023,0,0,102417985,1113229
3/18/2023,126613,1741,102544598,1114970
3/19/2023,0,0,102544598,1114970
3/20/2023,0,0,102544598,1114970
3/21/2023,0,0,102544598,1114970
3/22/2023,0,0,102544598,1114970
3/23/2023,0,0,102544598,1114970
3/24/2023,0,0,102544598,1114970
3/25/2023,152968,2084,102697566,1117054
3/26/2023,0,0,102697566,1117054
3/27/2023,0,0,102697566,1117054
3/28/2023,0,0,102697566,1117054
3/29/2023,0,0,102697566,1117054
3/30/2023,0,0,102697566,1117054
3/31/2023,0,0,102697566,1117054
4/1/2023,176358,1746,102873924,1118800
4/2/2023,0,0,102873924,1118800
4/3/2023,0,0,102873924,1118800
4/4/2023,0,0,102873924,1118800
4/5/2023,0,0,102873924,1118800
4/6/2023,0,0,102873924,1118800
4/7/2023,0,0,102873924,1118800
4/8/2023,0,0,102873924,1118800
4/9/2023,103472,1729,102977396,1120529
4/10/2023,0,0,102977396,1120529
4/11/2023,0,0,102977396,1120529
4/12/2023,0,0,102977396,1120529
4/13/2023,0,0,102977396,1120529
4/14/2023,0,0,102977396,1120529
4/15/2023,0,0,102977396,1120529
4/16/2023,104057,1290,103081453,1121819
4/17/2023,0,0,103081453,1121819
4/18/2023,0,0,103081453,1121819
4/19/2023,0,0,103081453,1121819
4/20/2023,0,0,103081453,1121819
4/21/2023,0,0,103081453,1121819
4/22/2023,0,0,103081453,1121819
4/23/2023,98467,1198,103179920,1123017
4/24/2023,0,0,103179920,1123017
4/25/2023,0,0,103179920,1123017
4/26/2023,0,0,103179920,1123017
4/27/2023,0,0,103179920,1123017
4/28/2023,0,0,103179920,1123017
4/29/2023,0,0,103179920,1123017
4/30/2023,86484,1046,103266404,1124063
5/1/2023,0,0,103266404,1124063
5/2/2023,0,0,103266404,1124063
5/3/2023,0,0,103266404,1124063
5/4/2023,0,0,103266404,1124063
5/5/2023,0,0,103266404,1124063
5/6/2023,0,0,103266404,1124063
5/7/2023,77165,1146,103343569,1125209
5/8/2023,0,0,103343569,1125209
5/9/2023,0,0,103343569,1125209
5/10/2023,0,0,103343569,1125209
5/11/2023,0,0,103343569,1125209
5/12/2023,0,0,103343569,1125209
5/13/2023,0,0,103343569,1125209
5/14/2023,93260,1943,103436829,1127152
5/15/2023,0,0,103436829,1127152
5/16/2023,0,0,103436829,1127152
5/17/2023,0,0,103436829,1127152
5/18/2023,0,0,103436829,1127152
5/19/2023,0,0,103436829,1127152
5/20/2023,0,0,103436829,1127152
5/21/2023,0,0,103436829,1127152
5/22/2023,0,0,103436829,1127152
5/23/2023,0,0,103436829,1127152
5/24/2023,0,0,103436829,1127152
5/25/2023,0,0,103436829,1127152
5/26/2023,0,0,103436829,1127152
5/27/2023,0,0,103436829,1127152
5/28/2023,0,0,103436829,1127152
5/29/2023,0,0,103436829,1127152
5/30/2023,0,0,103436829,1127152
5/31/2023,0,0,103436829,1127152
6/1/2023,0,0,103436829,1127152
6/2/2023,0,0,103436829,1127152
6/3/2023,0,0,103436829,1127152
6/4/2023,0,0,103436829,1127152
6/5/2023,0,0,103436829,1127152
6/6/2023,0,0,103436829,1127152
6/7/2023,0,0,103436829,1127152
6/8/2023,0,0,103436829,1127152
6/9/2023,0,0,103436829,1127152
6/10/2023,0,0,103436829,1127152
6/11/2023,0,0,103436829,1127152
6/12/2023,0,0,103436829,1127152
6/13/2023,0,0,103436829,1127152
6/14/2023,0,0,103436829,1127152
,,,,
