date,cases,deaths,cum_cases,cum_deaths,mortality
7/25/2021,69639,414,34237016,607562,0.005944945
7/26/2021,53795,254,34290811,607816,0.004721628
7/27/2021,43206,249,34334017,608065,0.005763088
7/28/2021,71245,411,34405262,608476,0.005768826
7/29/2021,85805,499,34491067,608975,0.005815512
7/30/2021,89149,494,34580216,609469,0.005541285
7/31/2021,99367,495,34679583,609964,0.004981533
8/1/2021,104519,525,34784102,610489,0.00502301
8/2/2021,80567,395,34864669,610884,0.004902752
8/3/2021,61188,370,34925857,611254,0.006046937
8/4/2021,102409,656,35028266,611910,0.006405687
8/5/2021,110283,700,35138549,612610,0.006347306
8/6/2021,126833,741,35265382,613351,0.005842328
8/7/2021,127854,753,35393236,614104,0.00588953
8/8/2021,133922,838,35527158,614942,0.006257374
8/9/2021,120252,648,35647410,615590,0.005388684
8/10/2021,96790,527,35744200,616117,0.005444777
8/11/2021,93050,720,35837250,616837,0.007737775
8/12/2021,135427,961,35972677,617798,0.007096074
8/13/2021,143479,612,36116156,618410,0.004265433
8/14/2021,151161,973,36267317,619383,0.006436845
8/15/2021,146305,1196,36413622,620579,0.008174704
8/16/2021,139848,904,36553470,621483,0.006464161
8/17/2021,110712,679,36664182,622162,0.00613303
8/18/2021,108955,845,36773137,623007,0.007755495
8/19/2021,150448,1193,36923585,624200,0.00792965
8/20/2021,168162,1497,37091747,625697,0.00890213
8/21/2021,174382,1381,37266129,627078,0.007919395
8/22/2021,167459,1556,37433588,628634,0.009291827
8/23/2021,141824,1169,37575412,629803,0.008242611
8/24/2021,124481,899,37699893,630702,0.007221986
8/25/2021,120825,1205,37820718,631907,0.009973102
8/26/2021,162414,1655,37983132,633562,0.010190008
8/27/2021,176904,1658,38160036,635220,0.009372315
8/28/2021,186271,1760,38346307,636980,0.009448599
8/29/2021,182171,1837,38528478,638817,0.010083932
8/30/2021,150022,1460,38678500,640277,0.009731906
8/31/2021,115672,1183,38794172,641460,0.010227194
9/1/2021,138600,1243,38932772,642703,0.008968254
9/2/2021,176801,1807,39109573,644510,0.01022053
9/3/2021,197627,2015,39307200,646525,0.010195975
9/4/2021,183417,2028,39490617,648553,0.011056772
9/5/2021,182112,1973,39672729,650526,0.010833992
9/6/2021,141762,1490,39814491,652016,0.010510574
9/7/2021,123082,1324,39937573,653340,0.010757056
9/8/2021,116004,1092,40053577,654432,0.009413469
9/9/2021,114676,1522,40168253,655954,0.013272176
9/10/2021,171241,2119,40339494,658073,0.012374373
9/11/2021,183714,2246,40523208,660319,0.012225524
9/12/2021,172091,2292,40695299,662611,0.013318535
9/13/2021,153543,1739,40848842,664350,0.011325818
9/14/2021,113838,1140,40962680,665490,0.010014231
9/15/2021,118971,1352,41081651,666842,0.011364114
9/16/2021,162147,2413,41243798,669255,0.014881558
9/17/2021,163128,2499,41406926,671754,0.015319258
9/18/2021,167335,2108,41574261,673862,0.012597484
9/19/2021,158492,2339,41732753,676201,0.014757843
9/20/2021,122574,1589,41855327,677790,0.012963598
9/21/2021,94644,1194,41949971,678984,0.012615697
9/22/2021,98378,1368,42048349,680352,0.013905548
9/23/2021,132981,2345,42181330,682697,0.017634098
9/24/2021,132730,2350,42314060,685047,0.017705116
9/25/2021,138256,2073,42452316,687120,0.014993924
9/26/2021,132731,2465,42585047,689585,0.018571396
9/27/2021,96166,1435,42681213,691020,0.014922114
9/28/2021,75238,1019,42756451,692039,0.013543688
9/29/2021,107319,1957,42863770,693996,0.018235354
9/30/2021,115452,2155,42979222,696151,0.018665766
10/1/2021,116797,2253,43096019,698404,0.019289879
10/2/2021,124042,1962,43220061,700366,0.015817223
10/3/2021,120674,2211,43340735,702577,0.018322091
10/4/2021,81968,1287,43422703,703864,0.015701249
10/5/2021,66639,942,43489342,704806,0.014135866
10/6/2021,91816,1356,43581158,706162,0.014768668
10/7/2021,101799,2055,43682957,708217,0.020186839
10/8/2021,118223,2053,43801180,710270,0.017365487
10/9/2021,113038,1738,43914218,712008,0.01537536
10/10/2021,108501,2253,44022719,714261,0.020764786
10/11/2021,70589,1051,44093308,715312,0.014889005
10/12/2021,58449,1013,44151757,716325,0.017331349
10/13/2021,77961,1024,44229718,717349,0.013134773
10/14/2021,89638,1914,44319356,719263,0.021352551
10/15/2021,96312,1846,44415668,721109,0.019166874
10/16/2021,96871,1576,44512539,722685,0.016269059
10/17/2021,92417,2038,44604956,724723,0.02205222
10/18/2021,63002,892,44667958,725615,0.014158281
10/19/2021,47645,695,44715603,726310,0.01458705
10/20/2021,72322,2330,44787925,728640,0.032217029
10/21/2021,80595,1849,44868520,730489,0.02294187
10/22/2021,76534,1841,44945054,732330,0.024054669
10/23/2021,87571,1523,45032625,733853,0.017391602
10/24/2021,80874,1961,45113499,735814,0.024247595
10/25/2021,36114,654,45149613,736468,0.01810932
10/26/2021,28057,347,45177670,736815,0.01236768
10/27/2021,84460,1030,45262130,737845,0.012195122
10/28/2021,101787,2052,45363917,739897,0.020159745
10/29/2021,84199,1765,45448116,741662,0.020962244
10/30/2021,103121,1277,45551237,742939,0.012383511
10/31/2021,88448,1790,45639685,744729,0.02023788
11/1/2021,34950,453,45674635,745182,0.012961373
11/2/2021,25347,302,45699982,745484,0.011914625
11/3/2021,117847,1196,45817829,746680,0.010148752
11/4/2021,74593,1450,45892422,748130,0.019438821
11/5/2021,78766,1188,45971188,749318,0.01508265
11/6/2021,88850,1204,46060038,750522,0.013550929
11/7/2021,89858,1614,46149896,752136,0.017961673
11/8/2021,35987,476,46185883,752612,0.013226999
11/9/2021,31524,256,46217407,752868,0.008120797
11/10/2021,116391,1161,46333798,754029,0.009974998
11/11/2021,82883,1587,46416681,755616,0.019147473
11/12/2021,93749,1345,46510430,756961,0.01434682
11/13/2021,73647,970,46584077,757931,0.013170937
11/14/2021,122999,1734,46707076,759665,0.014097676
11/15/2021,69276,544,46776352,760209,0.007852647
11/16/2021,33593,217,46809945,760426,0.006459679
11/17/2021,133590,1080,46943535,761506,0.008084437
11/18/2021,96915,1464,47040450,762970,0.015106021
11/19/2021,105810,1442,47146260,764412,0.013628201
11/20/2021,123870,3867,47270130,768279,0.031218213
11/21/2021,113822,1662,47383952,769941,0.014601747
11/22/2021,46194,374,47430146,770315,0.00809629
11/23/2021,38751,177,47468897,770492,0.004567624
11/24/2021,145378,1177,47614275,771669,0.008096136
11/25/2021,101066,1560,47715341,773229,0.015435458
11/26/2021,106535,1374,47821876,774603,0.01289717
11/27/2021,72723,465,47894599,775068,0.006394126
11/28/2021,81747,563,47976346,775631,0.006887103
11/29/2021,51800,214,48028146,775845,0.004131274
11/30/2021,56537,193,48084683,776038,0.003413694
12/1/2021,93479,1663,48178162,777701,0.017790092
12/2/2021,120690,1622,48298852,779323,0.01343939
12/3/2021,133075,1727,48431927,781050,0.012977644
12/4/2021,143869,1244,48575796,782294,0.008646755
12/5/2021,151567,1641,48727363,783935,0.010826895
12/6/2021,67352,572,48794715,784507,0.008492695
12/7/2021,55314,281,48850029,784788,0.005080088
12/8/2021,184043,1288,49034072,786076,0.006998365
12/9/2021,125548,1832,49159620,787908,0.014592029
12/10/2021,129708,1480,49289328,789388,0.011410245
12/11/2021,137431,1162,49426759,790550,0.008455152
12/12/2021,135573,1971,49562332,792521,0.014538293
12/13/2021,63967,490,49626299,793011,0.0076602
12/14/2021,58109,306,49684408,793317,0.005265966
12/15/2021,185683,1312,49870091,794629,0.007065806
12/16/2021,125442,1908,49995533,796537,0.015210217
12/17/2021,146477,1900,50142010,798437,0.01297132
12/18/2021,162668,1115,50304678,799552,0.006854452
12/19/2021,156763,2034,50461441,801586,0.012975
12/20/2021,87584,590,50549025,802176,0.00673639
12/21/2021,102213,286,50651238,802462,0.002798079
12/22/2021,266159,1467,50917397,803929,0.005511743
12/23/2021,203318,2259,51120715,806188,0.011110674
12/24/2021,237883,1854,51358598,808042,0.007793747
12/25/2021,278812,3177,51637410,811219,0.011394775
12/26/2021,241450,1368,51878860,812587,0.005665769
12/27/2021,115824,262,51994684,812849,0.002262053
12/28/2021,211284,266,52205968,813115,0.001258969
12/29/2021,464495,1786,52670463,814901,0.003845036
12/30/2021,389514,2331,53059977,817232,0.005984381
12/31/2021,474309,1823,53534286,819055,0.003843486
1/1/2022,584647,1334,54118933,820389,0.002281719
1/2/2022,471965,1344,54590898,821733,0.002847669
1/3/2022,302957,430,54893855,822163,0.001419343
1/4/2022,390858,374,55284713,822537,0.000956869
1/5/2022,902391,1672,56187104,824209,0.001852855
1/6/2022,732514,2840,56919618,827049,0.003877059
1/7/2022,702790,1846,57622408,828895,0.002626674
1/8/2022,798436,2088,58420844,830983,0.002615113
1/9/2022,852951,2466,59273795,833449,0.002891139
1/10/2022,448743,869,59722538,834318,0.00193652
1/11/2022,486541,699,60209079,835017,0.001436672
1/12/2022,1265520,1962,61474599,836979,0.001550351
1/13/2022,803539,3189,62278138,840168,0.003968693
1/14/2022,855880,2480,63134018,842648,0.002897602
1/15/2022,892303,2179,64026321,844827,0.002441996
1/16/2022,898407,3002,64924728,847829,0.00334147
1/17/2022,465957,1380,65390685,849209,0.002961647
1/18/2022,418737,873,65809422,850082,0.002084841
1/19/2022,968465,1453,66777887,851535,0.001500312
1/20/2022,856293,2642,67634180,854177,0.003085392
1/21/2022,780466,3259,68414646,857436,0.00417571
1/22/2022,776490,2901,69191136,860337,0.003736043
1/23/2022,776480,3800,69967616,864137,0.00489388
1/24/2022,328564,1218,70296180,865355,0.00370704
1/25/2022,314947,960,70611127,866315,0.003048132
1/26/2022,1011148,2784,71622275,869099,0.002753306
1/27/2022,493232,3530,72115507,872629,0.007156875
1/28/2022,545225,3409,72660732,876038,0.006252465
1/29/2022,572820,2898,73233552,878936,0.005059181
1/30/2022,523326,3604,73756878,882540,0.006886721
1/31/2022,222172,1516,73979050,884056,0.006823542
2/1/2022,158214,925,74137264,884981,0.005846512
2/2/2022,576521,2779,74713785,887760,0.004820293
2/3/2022,296458,4076,75010243,891836,0.013748996
2/4/2022,303405,3218,75313648,895054,0.010606285
2/5/2022,350050,2715,75663698,897769,0.007756035
2/6/2022,281890,3425,75945588,901194,0.012150129
2/7/2022,104762,1254,76050350,902448,0.011969989
2/8/2022,96578,714,76146928,903162,0.007392988
2/9/2022,305358,3301,76452286,906463,0.010810262
2/10/2022,197921,3804,76650207,910267,0.01921979
2/11/2022,196394,3005,76846601,913272,0.015300875
2/12/2022,165790,2579,77012391,915851,0.015555824
2/13/2022,155309,2893,77167700,918744,0.018627382
2/14/2022,67888,969,77235588,919713,0.014273509
2/15/2022,47904,727,77283492,920440,0.015176186
2/16/2022,174293,2973,77457785,923413,0.017057484
2/17/2022,108080,3370,77565865,926783,0.031180607
2/18/2022,105714,2708,77671579,929491,0.025616285
2/19/2022,100475,2316,77772054,931807,0.02305051
2/20/2022,103802,2309,77875856,934116,0.022244273
2/21/2022,40797,716,77916653,934832,0.01755031
2/22/2022,31174,588,77947827,935420,0.018861872
2/23/2022,48413,1100,77996240,936520,0.02272117
2/24/2022,115022,3252,78111262,939772,0.028272852
2/25/2022,73662,2611,78184924,942383,0.035445684
2/26/2022,75062,2488,78259986,944871,0.033145933
2/27/2022,74142,2291,78334128,947162,0.030900165
2/28/2022,25662,576,78359790,947738,0.022445639
3/1/2022,18169,360,78377959,948098,0.019813969
3/2/2022,76237,2302,78454196,950400,0.030195312
3/3/2022,63819,1971,78518015,952371,0.030884219
3/4/2022,52784,1536,78570799,953907,0.029099727
3/5/2022,51622,1364,78622421,955271,0.026422843
3/6/2022,44216,1569,78666637,956840,0.035484892
3/7/2022,14292,322,78680929,957162,0.022530087
3/8/2022,8941,367,78689870,957529,0.041046863
3/9/2022,57277,1530,78747147,959059,0.026712293
3/10/2022,31172,1735,78778319,960794,0.055658925
3/11/2022,46110,1957,78824429,962751,0.042441987
3/12/2022,39598,1258,78864027,964009,0.031769281
3/13/2022,36942,1437,78900969,965446,0.038898814
3/14/2022,12159,506,78913128,965952,0.041615264
3/15/2022,9126,195,78922254,966147,0.021367521
3/16/2022,60969,-2437,78983223,963710,-0.039971133
3/17/2022,24495,1443,79007718,965153,0.058909982
3/18/2022,37828,1500,79045546,966653,0.039653167
3/19/2022,33159,1066,79078705,967719,0.032148135
3/20/2022,31004,972,79109709,968691,0.031350793
3/21/2022,9881,200,79119590,968891,0.020240866
3/22/2022,10038,150,79129628,969041,0.014943216
3/23/2022,38828,789,79168456,969830,0.020320387
3/24/2022,24771,937,79193227,970767,0.037826491
3/25/2022,45160,1244,79238387,972011,0.027546501
3/26/2022,36077,895,79274464,972906,0.024808049
3/27/2022,28714,776,79303178,973682,0.027025145
3/28/2022,12511,180,79315689,973862,0.014387339
3/29/2022,9753,95,79325442,973957,0.009740593
3/30/2022,32427,686,79357869,974643,0.02115521
3/31/2022,24078,732,79381947,975375,0.030401196
4/1/2022,48239,1173,79430186,976548,0.024316424
4/2/2022,40063,704,79470249,977252,0.017572324
4/3/2022,27393,602,79497642,977854,0.021976417
4/4/2022,11677,148,79509319,978002,0.012674488
4/5/2022,10548,117,79519867,978119,0.01109215
4/6/2022,26930,322,79546797,978441,0.011956925
4/7/2022,33374,524,79580171,978965,0.015700845
4/8/2022,42256,944,79622427,979909,0.022340023
4/9/2022,33806,523,79656233,980432,0.015470627
4/10/2022,42601,889,79698834,981321,0.020868055
4/11/2022,14053,141,79712887,981462,0.010033445
4/12/2022,17314,69,79730201,981531,0.003985214
4/13/2022,34571,323,79764772,981854,0.009343091
4/14/2022,28789,733,79793561,982587,0.025461114
4/15/2022,46149,603,79839710,983190,0.013066372
4/16/2022,62708,710,79902418,983900,0.011322319
4/17/2022,44355,544,79946773,984444,0.012264683
4/18/2022,16817,49,79963590,984493,0.002913718
4/19/2022,18767,57,79982357,984550,0.003037246
4/20/2022,36003,366,80018360,984916,0.01016582
4/21/2022,53418,427,80071778,985343,0.00799356
4/22/2022,57408,547,80129186,985890,0.009528289
4/23/2022,49509,655,80178695,986545,0.013229918
4/24/2022,68799,342,80247494,986887,0.004971002
4/25/2022,23458,72,80270952,986959,0.003069315
4/26/2022,21103,61,80292055,987020,0.002890584
4/27/2022,49858,217,80341913,987237,0.004352361
4/28/2022,64414,384,80406327,987621,0.005961437
4/29/2022,77145,729,80483472,988350,0.009449738
4/30/2022,61915,288,80545387,988638,0.004651538
5/1/2022,80656,491,80626043,989129,0.006087582
5/2/2022,25939,90,80651982,989219,0.003469679
5/3/2022,26774,133,80678756,989352,0.004967506
5/4/2022,64100,180,80742856,989532,0.002808112
5/5/2022,72566,648,80815422,990180,0.008929802
5/6/2022,100537,804,80915959,990984,0.007997056
5/7/2022,80010,300,80995969,991284,0.003749531
5/8/2022,95732,486,81091701,991770,0.005076672
5/9/2022,27518,61,81119219,991831,0.002216731
5/10/2022,31753,63,81150972,991894,0.001984064
5/11/2022,100982,189,81251954,992083,0.001871621
5/12/2022,100249,393,81352203,992476,0.003920239
5/13/2022,127795,566,81479998,993042,0.004428968
5/14/2022,98705,262,81578703,993304,0.002654374
5/15/2022,117953,432,81696656,993736,0.003662476
5/16/2022,29099,79,81725755,993815,0.00271487
5/17/2022,46227,66,81771982,993881,0.001427737
5/18/2022,123395,231,81895377,994112,0.001872037
5/19/2022,129614,368,82024991,994480,0.002839199
5/20/2022,146420,606,82171411,995086,0.004138779
5/21/2022,109730,252,82281141,995338,0.002296546
5/22/2022,150010,479,82431151,995817,0.00319312
5/23/2022,36406,97,82467557,995914,0.002664396
5/24/2022,44879,67,82512436,995981,0.001492903
5/25/2022,110873,388,82623309,996369,0.003499499
5/26/2022,133342,471,82756651,996840,0.00353227
5/27/2022,153916,699,82910567,997539,0.004541438
5/28/2022,113174,327,83023741,997866,0.002889356
5/29/2022,148130,580,83171871,998446,0.00391548
5/30/2022,36051,87,83207922,998533,0.002413248
5/31/2022,35465,58,83243387,998591,0.001635415
6/1/2022,55525,78,83298912,998669,0.001404773
6/2/2022,155982,366,83454894,999035,0.002346425
6/3/2022,140951,575,83595845,999610,0.004079432
6/4/2022,111559,354,83707404,999964,0.003173209
6/5/2022,140094,461,83847498,1000425,0.003290648
6/6/2022,47471,87,83894969,1000512,0.001832698
6/7/2022,43315,127,83938284,1000639,0.00293201
6/8/2022,99664,297,84037948,1000936,0.002980013
6/9/2022,152307,476,84190255,1001412,0.003125267
6/10/2022,144559,642,84334814,1002054,0.004441093
6/11/2022,105965,264,84440779,1002318,0.002491389
6/12/2022,147763,391,84588542,1002709,0.002646129
6/13/2022,37707,144,84626249,1002853,0.00381892
6/14/2022,38721,91,84664970,1002944,0.002350146
6/15/2022,91358,286,84756328,1003230,0.003130541
6/16/2022,138010,419,84894338,1003649,0.003036012
6/17/2022,143175,569,85037513,1004218,0.003974157
6/18/2022,97574,301,85135087,1004519,0.003084838
6/19/2022,125711,392,85260798,1004911,0.003118263
6/20/2022,35853,96,85296651,1005007,0.0026776
6/21/2022,35517,115,85332168,1005122,0.003237886
6/22/2022,52244,140,85384412,1005262,0.002679734
6/23/2022,186492,513,85570904,1005775,0.002750788
6/24/2022,134198,625,85705102,1006400,0.004657297
6/25/2022,101869,492,85806971,1006892,0.004829732
6/26/2022,163464,520,85970435,1007412,0.003181129
6/27/2022,44012,107,86014447,1007519,0.002431155
6/28/2022,44178,76,86058625,1007595,0.001720313
6/29/2022,96530,256,86155155,1007851,0.002652025
6/30/2022,154793,625,86309948,1008476,0.00403765
7/1/2022,148959,555,86458907,1009031,0.003725857
7/2/2022,112856,476,86571763,1009507,0.004217764
7/3/2022,172444,547,86744207,1010054,0.003172044
7/4/2022,48178,138,86792385,1010192,0.002864378
7/5/2022,46196,87,86838581,1010279,0.00188328
7/6/2022,45747,119,86884328,1010398,0.002601263
7/7/2022,169689,469,87054017,1010867,0.00276388
7/8/2022,145751,601,87199768,1011468,0.004123471
7/9/2022,120595,491,87320363,1011959,0.004071479
7/10/2022,167613,549,87487976,1012508,0.003275402
7/11/2022,55577,106,87543553,1012614,0.001907264
7/12/2022,57136,111,87600689,1012725,0.001942733
7/13/2022,113656,279,87714345,1013004,0.002454776
7/14/2022,184135,651,87898480,1013655,0.00353545
7/15/2022,156001,711,88054481,1014366,0.004557663
7/16/2022,138983,455,88193464,1014821,0.003273782
7/17/2022,182741,472,88376205,1015293,0.002582891
7/18/2022,57577,154,88433782,1015447,0.002674679
7/19/2022,56070,173,88489852,1015620,0.003085429
7/20/2022,101687,351,88591539,1015971,0.003451769
7/21/2022,179375,705,88770914,1016676,0.003930314
7/22/2022,158884,675,88929798,1017351,0.004248382
7/23/2022,148445,494,89078243,1017845,0.003327832
7/24/2022,206657,635,89284900,1018480,0.003072724
7/25/2022,53259,159,89338159,1018639,0.002985411
7/26/2022,54599,173,89392758,1018812,0.003168556
7/27/2022,106403,303,89499161,1019115,0.002847664
7/28/2022,168680,631,89667841,1019746,0.003740811
7/29/2022,160831,696,89828672,1020442,0.004327524
7/30/2022,144834,520,89973506,1020962,0.003590317
7/31/2022,259377,631,90232883,1021593,0.002432752
8/1/2022,37913,137,90270796,1021730,0.003613536
8/2/2022,37944,118,90308740,1021848,0.003109846
8/3/2022,119038,400,90427778,1022248,0.003360272
8/4/2022,161349,720,90589127,1022968,0.004462377
8/5/2022,149835,715,90738962,1023683,0.004771916
8/6/2022,131403,560,90870365,1024243,0.004261699
8/7/2022,150569,611,91020934,1024854,0.00405794
8/8/2022,33241,162,91054175,1025016,0.0048735
8/9/2022,32807,121,91086982,1025137,0.003688237
8/10/2022,98627,337,91185609,1025474,0.003416914
8/11/2022,137268,800,91322877,1026274,0.005828015
8/12/2022,138358,774,91461235,1027048,0.005594183
8/13/2022,125122,587,91586357,1027635,0.004691421
8/14/2022,136195,661,91722552,1028296,0.004853335
8/15/2022,30589,132,91753141,1028428,0.004315277
8/16/2022,21098,117,91774239,1028545,0.005545549
8/17/2022,99341,343,91873580,1028888,0.003452754
8/18/2022,126626,730,92000206,1029618,0.005765009
8/19/2022,120016,759,92120222,1030377,0.006324157
8/20/2022,114305,536,92234527,1030913,0.004689209
8/21/2022,132950,614,92367477,1031527,0.004618278
8/22/2022,28624,141,92396101,1031668,0.004925936
8/23/2022,27897,129,92423998,1031797,0.004624153
8/24/2022,81700,308,92505698,1032105,0.00376989
8/25/2022,115986,675,92621684,1032780,0.005819668
8/26/2022,130588,766,92752272,1033546,0.005865776
8/27/2022,110093,538,92862365,1034084,0.004886778
8/28/2022,115441,664,92977806,1034748,0.005751856
8/29/2022,29176,162,93006982,1034910,0.005552509
8/30/2022,27073,129,93034055,1035039,0.004764895
8/31/2022,78248,270,93112303,1035309,0.003450567
9/1/2022,116212,633,93228515,1035942,0.005446942
9/2/2022,120932,864,93349447,1036806,0.007144511
9/3/2022,103592,500,93453039,1037306,0.004826628
9/4/2022,105130,532,93558169,1037838,0.005060401
9/5/2022,24912,114,93583081,1037952,0.004576108
9/6/2022,24255,112,93607336,1038064,0.004617605
9/7/2022,22446,114,93629782,1038178,0.005078856
9/8/2022,118994,529,93748776,1038707,0.004445602
9/9/2022,91690,688,93840466,1039395,0.007503545
9/10/2022,85271,473,93925737,1039868,0.005547021
9/11/2022,81941,595,94007678,1040463,0.007261322
9/12/2022,22131,135,94029809,1040598,0.006100041
9/13/2022,20216,86,94050025,1040684,0.004254056
9/14/2022,57915,264,94107940,1040948,0.004558405
9/15/2022,57983,562,94165923,1041510,0.009692496
9/16/2022,89519,799,94255442,1042309,0.00892548
9/17/2022,97563,684,94353005,1042993,0.007010855
9/18/2022,61574,369,94414579,1043362,0.005992789
9/19/2022,17572,98,94432151,1043460,0.005577054
9/20/2022,20188,79,94452339,1043539,0.003913216
9/21/2022,44794,227,94497133,1043766,0.005067643
9/22/2022,49594,504,94546727,1044270,0.01016252
9/23/2022,83979,698,94630706,1044968,0.008311602
9/24/2022,99198,754,94729904,1045722,0.00760096
9/25/2022,53400,345,94783304,1046067,0.006460674
9/26/2022,15871,102,94799175,1046169,0.006426816
9/27/2022,15295,85,94814470,1046254,0.005557372
9/28/2022,37642,232,94852112,1046486,0.006163328
9/29/2022,40387,462,94892499,1046948,0.011439325
9/30/2022,78175,1156,94970674,1048104,0.014787336
10/1/2022,87152,596,95057826,1048700,0.006838627
10/2/2022,46712,349,95104538,1049049,0.007471314
10/3/2022,12202,124,95116740,1049173,0.010162268
10/4/2022,13856,57,95130596,1049230,0.004113741
10/5/2022,32368,183,95162964,1049413,0.005653732
10/6/2022,37655,444,95200619,1049857,0.011791263
10/7/2022,64193,767,95264812,1050624,0.011948343
10/8/2022,78599,651,95343411,1051275,0.008282548
10/9/2022,41711,334,95385122,1051609,0.00800748
10/10/2022,11333,72,95396455,1051681,0.006353128
10/11/2022,13220,78,95409675,1051759,0.005900151
10/12/2022,24419,169,95434094,1051928,0.00692084
10/13/2022,38156,398,95472250,1052326,0.010430863
10/14/2022,57464,652,95529714,1052978,0.011346234
10/15/2022,72989,644,95602703,1053622,0.008823247
10/16/2022,33699,261,95636402,1053883,0.007745037
10/17/2022,6050,26,95642452,1053909,0.004297521
10/18/2022,11151,8,95653603,1053917,0.000717424
10/19/2022,33860,234,95687463,1054151,0.006910809
10/20/2022,38999,466,95726462,1054617,0.011949024
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
